stars,comment
1.0 out of 5 stars,"









  
  
    
  I have received my iphone 11 today in the morning 11am and at 10pm it's adapter isn't working. Tell me what I have to do.

  
"
5.0 out of 5 stars,"









  
  
    
  Prompt delivery.. thanks amazon..

  
"
4.0 out of 5 stars,"









  
  
    
  After a week I am posting this review phone is Good , but feeling bulky & over weight for using,display is ok not competitive with other high end Androids phones

  
"
5.0 out of 5 stars,"









  
  
    
  My first Apple mobile.. good battery good camera

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  My God... This phone is class. Battery life 🤟🏻 Performance 🤟🏻 Face reader 🤘🏻

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect phone in every aspect. Must buy smartphone. Camera quality is superb. I got it for RS 51,749 in amazon great indian festivals sale.

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome 😍 camera quality is perfect. Face recognition is much faster than other phones.Battery life is much more improved.

  
"
5.0 out of 5 stars,"









  
  
    
  As usual an apple product, best quality in best price .

  
"
5.0 out of 5 stars,"









  
  
    
  The Best

  
"
5.0 out of 5 stars,"









  
  
    
  Phone is original, as packaging was fine . But not very good . You can trust this site and this was delivered on next day

  
"
5.0 out of 5 stars,"









  
  
    
  Good productgot in Amazon sale for 53k 128gbWith credit offer 50k total cost Apple 🍎Iphone 11

  
"
5.0 out of 5 stars,"









  
  
    
  Best in class phone love it

  
"
5.0 out of 5 stars,"









  
  
    
  I switched android to iPhone and it’s amazing experience.

  
"
5.0 out of 5 stars,"









  
  
    
  It’s very fabulous product ,battery life awesome  and camera quality also very nice .I m very happy to buy this product

  
"
3.0 out of 5 stars,"









  
  
    
  I got the phone today .But having some scratch on rear camera panelI have attached photo and unboxing video

  
"
1.0 out of 5 stars,"









  
  
    
  The charger stopped working within a month

  
"
5.0 out of 5 stars,"









  
  
    
  Good product as expected.

  
"
4.0 out of 5 stars,"









  
  
    
  price is higher than expected

  
"
3.0 out of 5 stars,"









  
  
    
  After 88% many times the battery is not charging

  
"
5.0 out of 5 stars,"









  
  
    
  It is always a best product for me , rest is up to you :)

  
"
5.0 out of 5 stars,"









  
  
    
  Works as expected

  
"
5.0 out of 5 stars,"









  
  
    
  Nice delivery awesome phone awesome battery just got it for 46k

  
"
5.0 out of 5 stars,"









  
  
    
  Overall Nice Phone

  
"
3.0 out of 5 stars,"









  
  
    
  Do not prefer to buy on Amazon.The phone is good but I received it with scratches and fingerprints all over the phone.

  
"
5.0 out of 5 stars,"









  
  
    
   Nice built quality...super fast and handy....smootg touch and great performance

  
"
5.0 out of 5 stars,"









  
  
    
  The phone is awesome buttery smooth but the box is dented they didn't carry the box safely.

  
"
5.0 out of 5 stars,"









  
  
    
  This was simply my Best Buy till date from amazon. Timely delivery, and genuine product. Couldn’t be happier. Thanks a ton apple and amazon.

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect iphone after iphone x and xs

  
"
5.0 out of 5 stars,"









  
  
    
  Good phone

  
"
4.0 out of 5 stars,"









  
  
    
  The mobile is charging very slow. In the description it has written that the charger cable is fast. But it’s charging very very slow

  
"
5.0 out of 5 stars,"









  
  
    
  I m really happy for amazon and apple’ really excellent phone. Camera is superb and mainly Bettary backup. 👌👌👌👌❤️❤️❤️❤️

  
"
4.0 out of 5 stars,"









  
  
    
  Product is good, I really like it, but too pricey for the specs, honestly dont buy it for above 60-65k.

  
"
5.0 out of 5 stars,"









  
  
    
  Money blocker58000Cd deluxeStudyThinks before buyGuys🙂

  
"
5.0 out of 5 stars,"









  
  
    
  Do not think more. Just go for it. You will never regret

  
"
1.0 out of 5 stars,"









  
  
    
  Speaker is not working properly

  
"
5.0 out of 5 stars,"









  
  
    
  Very Very Happy with the service delivered before timePerfect condition and qualityThank You Amazon

  
"
5.0 out of 5 stars,"









  
  
    
  Awsm phone smooth just need Apple to remove bazzel and increase battery life

  
"
5.0 out of 5 stars,"









  
  
    
  Nice product, it is everything I ever needed.

  
"
5.0 out of 5 stars,"









  
  
    
  Camera is top notch, processor is super fast and honestly, you can’t tell the display is a 720p+ panel

  
"
5.0 out of 5 stars,"









  
  
    
  Beautiful product... except some hanging issues rarely phone works so well..  camera is great

  
"
4.0 out of 5 stars,"









  
  
    
  Wireless charging issues are comming in  iPhone 11.In my phone also have wireless charging issue and not able to charge my phone

  
"
5.0 out of 5 stars,"









  
  
    
  its a decent phone it changed my whole experience on the phone , the interface and OS are so awesome that one get hooked to it

  
"
5.0 out of 5 stars,"









  
  
    
   Bought iPhone for my husband he is really happy to see this ❤️💖

  
"
5.0 out of 5 stars,"









  
  
    
   Battery 🔋 better camera 🎥 best face recognition ##supb👌🏻👌🏻

  
"
5.0 out of 5 stars,"









  
  
    
  I love this products but little disappointed due to dented corner on box piece received except this everything is fine

  
"
5.0 out of 5 stars,"









  
  
    
  Superb Hand Set

  
"
5.0 out of 5 stars,"









  
  
    
  The facial recognition makes unlocking simple. A little big for men’s pockets though and may be a deterrent for some.

  
"
5.0 out of 5 stars,"









  
  
    
  Awsome phone

  
"
5.0 out of 5 stars,"









  
  
    
  Everything is perfect!

  
"
5.0 out of 5 stars,"









  
  
    
  battery life is not even ok ok, it takes more than 4 hours to get full charged and discharged within 6 hours

  
"
5.0 out of 5 stars,"









  
  
    
  It’s excellent phone. Battery backup is not good

  
"
5.0 out of 5 stars,"









  
  
    
  It’s my first I phone. It’s excellent All-rounder

  
"
3.0 out of 5 stars,"









  
  
    
  Its ok but i found tht sound quality is lil lack though otherwise its ok to it. Hope it goes long way

  
"
5.0 out of 5 stars,"









  
  
    
  It’s great !! It’s just like it’s fresh from a store :) buy it you won’t regret it :) :) thank you thank you thank you

  
"
4.0 out of 5 stars,"









  
  
    
  I received genuine product. Face recognition little bit slow. Camera quality good. I’m disappointed with battery life.

  
"
5.0 out of 5 stars,"









  
  
    
  Butter smooth as expected. Packing was also good. Overall a great experience.

  
"
4.0 out of 5 stars,"









  
  
    
  All the functions work well but sometimes it stucksAnd also gets heated

  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing productThe only problem is the charger....... it’s really slow.

  
"
5.0 out of 5 stars,"









  
  
    
  The product is Great as expected.thank god for getting this in nice way😂😂😂

  
"
3.0 out of 5 stars,"









  
  
    
  I like the product but the phone takes more then 7hrs to get fully charge....i want you to return this piece and refund my whole amount

  
"
5.0 out of 5 stars,"









  
  
    
  I couldn’t think better thn this amazing packing by Amazon superb like n I phone 11 truely Worth it go for it guys must buy phone

  
"
5.0 out of 5 stars,"









  
  
    
  Handset awesome but earphones are not upto the markBest Product and Instant Delivery within 2 hours

  
"
1.0 out of 5 stars,"









  
  
    
  Every thing is ok , but as per amazon ear pods should be there but it is not available in my mobile package

  
"
4.0 out of 5 stars,"









  
  
    
  Great phone

  
"
5.0 out of 5 stars,"









  
  
    
  Very happy with the product. Meets the expectation. Very good Camera quality, excellent battery capacity, enhanced face recognition. Overall good.

  
"
5.0 out of 5 stars,"









  
  
    
  battery life is good 👍Camera quality is perfect 👌No problem in face recognition 👌

  
"
5.0 out of 5 stars,"









  
  
    
  Superb phone..... if you want a long lasting and your usage is rough and tuff... just go for iphones....

  
"
5.0 out of 5 stars,"









  
  
    
  Latest and greatest from Apple...Best phone simply amazing and great service by amazonMore than happy to buy this piece of tech

  
"
5.0 out of 5 stars,"









  
  
    
  iPhone lover I like iPhone great iPhone

  
"
1.0 out of 5 stars,"









  
  
    
  I had expected good one

  
"
4.0 out of 5 stars,"









  
  
    
  Nice I am really happy😻😻😻

  
"
1.0 out of 5 stars,"









  
  
    
  Don’t buy Apple product from amazon they provide faulty phone and they didn’t take it back in the return policy.

  
"
5.0 out of 5 stars,"









  
  
    
  All are know about apple brand it's excellent. But your specifications description it's dual SIM mobile . It's single single SIM mobile...

  
"
5.0 out of 5 stars,"









  
  
    
  Good product and good and secures delivery by Amazon. Have no issue.

  
"
4.0 out of 5 stars,"









  
  
    
  Really happy with the phone!! Face recognition can be improved further.

  
"
5.0 out of 5 stars,"









  
  
    
  Good product

  
"
5.0 out of 5 stars,"









  
  
    
  I ssatisfied by this ph. camera quality is very ggodd, working performance is also good...over all best phone

  
"
3.0 out of 5 stars,"









  
  
    
  Phone audio out put is very low for some videos , in spite of full volume

  
"
5.0 out of 5 stars,"









  
  
    
  A bit heavy than my prior iphone 6s... but can be ignored as the phone runs so smooth...! Best camera and battery..!!

  
"
